"2017 NAICS Code","2017 NAICS Title","GHG","Unit","Supply Chain Emission Factors without Margins","Margins of Supply Chain Emission Factors","Supply Chain Emission Factors with Margins","Reference USEEIO Code"
331222,"Steel Wire Drawing","Hexafluoroethane","kg/2021 USD, purchaser price","3.17e-08","7.32e-10","3.25e-08","331200"
331222,"Steel Wire Drawing","Nitrogen trifluoride","kg/2021 USD, purchaser price","3.85e-09","2.01e-10","4.05e-09","331200"
331222,"Steel Wire Drawing","HFC-236fa","kg/2021 USD, purchaser price","1.28e-09","4.13e-10","1.69e-09","331200"
331222,"Steel Wire Drawing","HFC-125","kg/2021 USD, purchaser price","1.91e-07","6.15e-08","2.52e-07","331200"
331222,"Steel Wire Drawing","Nitrous oxide","kg/2021 USD, purchaser price","1.95e-05","3.37e-06","2.28e-05","331200"
331222,"Steel Wire Drawing","HFC-32","kg/2021 USD, purchaser price","1.15e-07","3.71e-08","1.52e-07","331200"
331222,"Steel Wire Drawing","HFC-134a","kg/2021 USD, purchaser price","5.60e-07","1.58e-07","7.18e-07","331200"
331222,"Steel Wire Drawing","Perfluorocyclobutane","kg/2021 USD, purchaser price","1.07e-09","5.59e-11","1.13e-09","331200"
331222,"Steel Wire Drawing","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","1.92e-07","6.20e-08","2.54e-07","331200"
331222,"Steel Wire Drawing","Sulfur hexafluoride","kg/2021 USD, purchaser price","5.52e-08","1.76e-09","5.69e-08","331200"
331222,"Steel Wire Drawing","Perfluoropropane","kg/2021 USD, purchaser price","1.25e-09","6.52e-11","1.31e-09","331200"
331222,"Steel Wire Drawing","Methane","kg/2021 USD, purchaser price","1.24e-03","1.07e-04","1.35e-03","331200"
331313,"Alumina Refining and Primary Aluminum Production","Carbon dioxide","kg/2021 USD, purchaser price","1.10e+00","2.62e-02","1.12e+00","331313"
331313,"Alumina Refining and Primary Aluminum Production","Carbon tetrafluoride","kg/2021 USD, purchaser price","2.37e-05","2.66e-09","2.37e-05","331313"
331313,"Alumina Refining and Primary Aluminum Production","Hexafluoroethane","kg/2021 USD, purchaser price","3.70e-06","6.59e-10","3.70e-06","331313"
331313,"Alumina Refining and Primary Aluminum Production","HFC-125","kg/2021 USD, purchaser price","2.90e-07","5.55e-08","3.45e-07","331313"
331313,"Alumina Refining and Primary Aluminum Production","HFC-134a","kg/2021 USD, purchaser price","8.40e-07","1.42e-07","9.82e-07","331313"
331313,"Alumina Refining and Primary Aluminum Production","HFC-143a","kg/2021 USD, purchaser price","1.08e-07","2.07e-08","1.29e-07","331313"
331313,"Alumina Refining and Primary Aluminum Production","HFC-23","kg/2021 USD, purchaser price","7.23e-08","1.46e-09","7.38e-08","331313"
331313,"Alumina Refining and Primary Aluminum Production","HFC-236fa","kg/2021 USD, purchaser price","1.95e-09","3.73e-10","2.32e-09","331313"
331313,"Alumina Refining and Primary Aluminum Production","HFC-32","kg/2021 USD, purchaser price","1.75e-07","3.35e-08","2.08e-07","331313"
331313,"Alumina Refining and Primary Aluminum Production","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","2.92e-07","5.59e-08","3.47e-07","331313"
331313,"Alumina Refining and Primary Aluminum Production","Methane","kg/2021 USD, purchaser price","1.82e-03","1.07e-04","1.93e-03","331313"
331313,"Alumina Refining and Primary Aluminum Production","Nitrogen trifluoride","kg/2021 USD, purchaser price","7.18e-09","1.82e-10","7.36e-09","331313"
331313,"Alumina Refining and Primary Aluminum Production","Nitrous oxide","kg/2021 USD, purchaser price","4.17e-05","2.78e-06","4.45e-05","331313"
331313,"Alumina Refining and Primary Aluminum Production","Perfluorocyclobutane","kg/2021 USD, purchaser price","2.00e-09","5.07e-11","2.05e-09","331313"
331313,"Alumina Refining and Primary Aluminum Production","Perfluoropropane","kg/2021 USD, purchaser price","2.33e-09","5.92e-11","2.39e-09","331313"
331313,"Alumina Refining and Primary Aluminum Production","Sulfur hexafluoride","kg/2021 USD, purchaser price","1.07e-07","1.20e-09","1.08e-07","331313"
331315,"Aluminum Sheet, Plate, and Foil Manufacturing","Carbon dioxide","kg/2021 USD, purchaser price","7.04e-01","2.82e-02","7.32e-01","33131B"
331315,"Aluminum Sheet, Plate, and Foil Manufacturing","Carbon tetrafluoride","kg/2021 USD, purchaser price","8.87e-06","2.90e-09","8.88e-06","33131B"
331315,"Aluminum Sheet, Plate, and Foil Manufacturing","Hexafluoroethane","kg/2021 USD, purchaser price","1.40e-06","7.21e-10","1.40e-06","33131B"
331315,"Aluminum Sheet, Plate, and Foil Manufacturing","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","2.55e-07","6.05e-08","3.15e-07","33131B"
331315,"Aluminum Sheet, Plate, and Foil Manufacturing","HFC-125","kg/2021 USD, purchaser price","2.53e-07","6.01e-08","3.13e-07","33131B"
331315,"Aluminum Sheet, Plate, and Foil Manufacturing","Methane","kg/2021 USD, purchaser price","1.37e-03","1.15e-04","1.49e-03","33131B"
331315,"Aluminum Sheet, Plate, and Foil Manufacturing","HFC-134a","kg/2021 USD, purchaser price","7.80e-07","1.54e-07","9.34e-07","33131B"
331315,"Aluminum Sheet, Plate, and Foil Manufacturing","Nitrogen trifluoride","kg/2021 USD, purchaser price","1.08e-08","2.00e-10","1.10e-08","33131B"
331315,"Aluminum Sheet, Plate, and Foil Manufacturing","HFC-143a","kg/2021 USD, purchaser price","9.43e-08","2.24e-08","1.17e-07","33131B"
331315,"Aluminum Sheet, Plate, and Foil Manufacturing","Nitrous oxide","kg/2021 USD, purchaser price","3.06e-05","3.03e-06","3.36e-05","33131B"
331315,"Aluminum Sheet, Plate, and Foil Manufacturing","HFC-23","kg/2021 USD, purchaser price","4.33e-08","1.60e-09","4.49e-08","33131B"
331315,"Aluminum Sheet, Plate, and Foil Manufacturing","Perfluorocyclobutane","kg/2021 USD, purchaser price","3.01e-09","5.57e-11","3.06e-09","33131B"
331315,"Aluminum Sheet, Plate, and Foil Manufacturing","HFC-236fa","kg/2021 USD, purchaser price","1.70e-09","4.04e-10","2.10e-09","33131B"
331315,"Aluminum Sheet, Plate, and Foil Manufacturing","Perfluoropropane","kg/2021 USD, purchaser price","3.51e-09","6.49e-11","3.57e-09","33131B"
331315,"Aluminum Sheet, Plate, and Foil Manufacturing","HFC-32","kg/2021 USD, purchaser price","1.53e-07","3.63e-08","1.89e-07","33131B"
331315,"Aluminum Sheet, Plate, and Foil Manufacturing","Sulfur hexafluoride","kg/2021 USD, purchaser price","1.12e-07","1.31e-09","1.13e-07","33131B"
331318,"Other Aluminum Rolling, Drawing, and Extruding","Carbon dioxide","kg/2021 USD, purchaser price","7.04e-01","2.82e-02","7.32e-01","33131B"
331318,"Other Aluminum Rolling, Drawing, and Extruding","HFC-236fa","kg/2021 USD, purchaser price","1.70e-09","4.04e-10","2.10e-09","33131B"
331318,"Other Aluminum Rolling, Drawing, and Extruding","Carbon tetrafluoride","kg/2021 USD, purchaser price","8.87e-06","2.90e-09","8.88e-06","33131B"
331318,"Other Aluminum Rolling, Drawing, and Extruding","HFC-32","kg/2021 USD, purchaser price","1.53e-07","3.63e-08","1.89e-07","33131B"
331318,"Other Aluminum Rolling, Drawing, and Extruding","Hexafluoroethane","kg/2021 USD, purchaser price","1.40e-06","7.21e-10","1.40e-06","33131B"
331318,"Other Aluminum Rolling, Drawing, and Extruding","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","2.55e-07","6.05e-08","3.15e-07","33131B"
331318,"Other Aluminum Rolling, Drawing, and Extruding","HFC-125","kg/2021 USD, purchaser price","2.53e-07","6.01e-08","3.13e-07","33131B"
331318,"Other Aluminum Rolling, Drawing, and Extruding","Methane","kg/2021 USD, purchaser price","1.37e-03","1.15e-04","1.49e-03","33131B"
331318,"Other Aluminum Rolling, Drawing, and Extruding","HFC-134a","kg/2021 USD, purchaser price","7.80e-07","1.54e-07","9.34e-07","33131B"
331318,"Other Aluminum Rolling, Drawing, and Extruding","Nitrogen trifluoride","kg/2021 USD, purchaser price","1.08e-08","2.00e-10","1.10e-08","33131B"
331318,"Other Aluminum Rolling, Drawing, and Extruding","HFC-143a","kg/2021 USD, purchaser price","9.43e-08","2.24e-08","1.17e-07","33131B"
331318,"Other Aluminum Rolling, Drawing, and Extruding","Nitrous oxide","kg/2021 USD, purchaser price","3.06e-05","3.03e-06","3.36e-05","33131B"
331318,"Other Aluminum Rolling, Drawing, and Extruding","HFC-23","kg/2021 USD, purchaser price","4.33e-08","1.60e-09","4.49e-08","33131B"
331318,"Other Aluminum Rolling, Drawing, and Extruding","Perfluorocyclobutane","kg/2021 USD, purchaser price","3.01e-09","5.57e-11","3.06e-09","33131B"
331318,"Other Aluminum Rolling, Drawing, and Extruding","Perfluoropropane","kg/2021 USD, purchaser price","3.51e-09","6.49e-11","3.57e-09","33131B"
331318,"Other Aluminum Rolling, Drawing, and Extruding","Sulfur hexafluoride","kg/2021 USD, purchaser price","1.12e-07","1.31e-09","1.13e-07","33131B"
331410,"Nonferrous Metal (except Aluminum) Smelting and Refining","Carbon dioxide","kg/2021 USD, purchaser price","5.92e-01","3.10e-02","6.23e-01","331410"
331410,"Nonferrous Metal (except Aluminum) Smelting and Refining","Carbon tetrafluoride","kg/2021 USD, purchaser price","1.04e-07","3.22e-09","1.07e-07","331410"
331410,"Nonferrous Metal (except Aluminum) Smelting and Refining","Hexafluoroethane","kg/2021 USD, purchaser price","2.00e-08","7.99e-10","2.08e-08","331410"
331410,"Nonferrous Metal (except Aluminum) Smelting and Refining","HFC-125","kg/2021 USD, purchaser price","2.38e-07","6.63e-08","3.05e-07","331410"
331410,"Nonferrous Metal (except Aluminum) Smelting and Refining","HFC-134a","kg/2021 USD, purchaser price","2.40e-06","1.70e-07","2.57e-06","331410"
331410,"Nonferrous Metal (except Aluminum) Smelting and Refining","HFC-143a","kg/2021 USD, purchaser price","8.88e-08","2.47e-08","1.14e-07","331410"
331410,"Nonferrous Metal (except Aluminum) Smelting and Refining","HFC-23","kg/2021 USD, purchaser price","4.99e-08","1.77e-09","5.17e-08","331410"
331410,"Nonferrous Metal (except Aluminum) Smelting and Refining","HFC-236fa","kg/2021 USD, purchaser price","1.60e-09","4.46e-10","2.05e-09","331410"
331410,"Nonferrous Metal (except Aluminum) Smelting and Refining","HFC-32","kg/2021 USD, purchaser price","1.44e-07","4.00e-08","1.84e-07","331410"
331410,"Nonferrous Metal (except Aluminum) Smelting and Refining","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","2.40e-07","6.68e-08","3.07e-07","331410"
331410,"Nonferrous Metal (except Aluminum) Smelting and Refining","Methane","kg/2021 USD, purchaser price","1.08e-03","1.27e-04","1.21e-03","331410"
331410,"Nonferrous Metal (except Aluminum) Smelting and Refining","Nitrogen trifluoride","kg/2021 USD, purchaser price","2.73e-09","2.22e-10","2.95e-09","331410"
331410,"Nonferrous Metal (except Aluminum) Smelting and Refining","Nitrous oxide","kg/2021 USD, purchaser price","3.26e-05","3.34e-06","3.60e-05","331410"
331410,"Nonferrous Metal (except Aluminum) Smelting and Refining","Perfluorocyclobutane","kg/2021 USD, purchaser price","7.60e-10","6.17e-11","8.21e-10","331410"
331410,"Nonferrous Metal (except Aluminum) Smelting and Refining","Perfluoropropane","kg/2021 USD, purchaser price","8.86e-10","7.19e-11","9.58e-10","331410"
331410,"Nonferrous Metal (except Aluminum) Smelting and Refining","Sulfur hexafluoride","kg/2021 USD, purchaser price","1.03e-06","1.44e-09","1.03e-06","331410"
331420,"Copper Rolling, Drawing, Extruding, and Alloying","Carbon dioxide","kg/2021 USD, purchaser price","4.59e-01","2.60e-02","4.85e-01","331420"
331420,"Copper Rolling, Drawing, Extruding, and Alloying","Carbon tetrafluoride","kg/2021 USD, purchaser price","1.75e-07","2.81e-09","1.78e-07","331420"
331420,"Copper Rolling, Drawing, Extruding, and Alloying","Hexafluoroethane","kg/2021 USD, purchaser price","3.25e-08","7.00e-10","3.32e-08","331420"
331420,"Copper Rolling, Drawing, Extruding, and Alloying","HFC-125","kg/2021 USD, purchaser price","2.50e-07","5.67e-08","3.06e-07","331420"
331420,"Copper Rolling, Drawing, Extruding, and Alloying","HFC-134a","kg/2021 USD, purchaser price","1.44e-06","1.45e-07","1.58e-06","331420"
331420,"Copper Rolling, Drawing, Extruding, and Alloying","HFC-143a","kg/2021 USD, purchaser price","9.31e-08","2.11e-08","1.14e-07","331420"
331420,"Copper Rolling, Drawing, Extruding, and Alloying","HFC-23","kg/2021 USD, purchaser price","3.29e-08","1.53e-09","3.44e-08","331420"
331420,"Copper Rolling, Drawing, Extruding, and Alloying","HFC-236fa","kg/2021 USD, purchaser price","1.68e-09","3.81e-10","2.06e-09","331420"
331420,"Copper Rolling, Drawing, Extruding, and Alloying","HFC-32","kg/2021 USD, purchaser price","1.51e-07","3.42e-08","1.85e-07","331420"
331420,"Copper Rolling, Drawing, Extruding, and Alloying","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","2.51e-07","5.71e-08","3.09e-07","331420"
331420,"Copper Rolling, Drawing, Extruding, and Alloying","Methane","kg/2021 USD, purchaser price","9.33e-04","1.07e-04","1.04e-03","331420"
331420,"Copper Rolling, Drawing, Extruding, and Alloying","Nitrogen trifluoride","kg/2021 USD, purchaser price","3.85e-09","1.95e-10","4.05e-09","331420"
331420,"Copper Rolling, Drawing, Extruding, and Alloying","Nitrous oxide","kg/2021 USD, purchaser price","2.78e-05","2.89e-06","3.06e-05","331420"
331420,"Copper Rolling, Drawing, Extruding, and Alloying","Perfluorocyclobutane","kg/2021 USD, purchaser price","1.07e-09","5.42e-11","1.13e-09","331420"
331420,"Copper Rolling, Drawing, Extruding, and Alloying","Perfluoropropane","kg/2021 USD, purchaser price","1.25e-09","6.33e-11","1.31e-09","331420"
331420,"Copper Rolling, Drawing, Extruding, and Alloying","Sulfur hexafluoride","kg/2021 USD, purchaser price","4.70e-07","1.25e-09","4.72e-07","331420"
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding","Carbon dioxide","kg/2021 USD, purchaser price","5.33e-01","2.87e-02","5.62e-01","331490"
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding","HFC-236fa","kg/2021 USD, purchaser price","1.75e-09","4.20e-10","2.17e-09","331490"
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding","Carbon tetrafluoride","kg/2021 USD, purchaser price","1.59e-07","3.09e-09","1.62e-07","331490"
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding","HFC-32","kg/2021 USD, purchaser price","1.57e-07","3.77e-08","1.95e-07","331490"
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding","Hexafluoroethane","kg/2021 USD, purchaser price","3.12e-08","7.69e-10","3.20e-08","331490"
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","2.62e-07","6.29e-08","3.25e-07","331490"
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding","HFC-125","kg/2021 USD, purchaser price","2.61e-07","6.25e-08","3.23e-07","331490"
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding","Methane","kg/2021 USD, purchaser price","1.11e-03","1.17e-04","1.22e-03","331490"
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding","HFC-134a","kg/2021 USD, purchaser price","2.89e-06","1.60e-07","3.05e-06","331490"
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding","Nitrogen trifluoride","kg/2021 USD, purchaser price","4.67e-09","2.14e-10","4.89e-09","331490"
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding","HFC-143a","kg/2021 USD, purchaser price","9.71e-08","2.33e-08","1.20e-07","331490"
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding","Nitrous oxide","kg/2021 USD, purchaser price","3.04e-05","3.18e-06","3.36e-05","331490"
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding","HFC-23","kg/2021 USD, purchaser price","4.84e-08","1.68e-09","5.01e-08","331490"
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding","Perfluorocyclobutane","kg/2021 USD, purchaser price","1.30e-09","5.96e-11","1.36e-09","331490"
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding","Perfluoropropane","kg/2021 USD, purchaser price","1.52e-09","6.95e-11","1.59e-09","331490"
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding","Sulfur hexafluoride","kg/2021 USD, purchaser price","1.28e-06","1.39e-09","1.28e-06","331490"
331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)","Carbon dioxide","kg/2021 USD, purchaser price","5.33e-01","2.87e-02","5.62e-01","331490"
331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)","Carbon tetrafluoride","kg/2021 USD, purchaser price","1.59e-07","3.09e-09","1.62e-07","331490"
331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)","Hexafluoroethane","kg/2021 USD, purchaser price","3.12e-08","7.69e-10","3.20e-08","331490"
331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","2.62e-07","6.29e-08","3.25e-07","331490"
331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)","HFC-125","kg/2021 USD, purchaser price","2.61e-07","6.25e-08","3.23e-07","331490"
331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)","Methane","kg/2021 USD, purchaser price","1.11e-03","1.17e-04","1.22e-03","331490"
331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)","HFC-134a","kg/2021 USD, purchaser price","2.89e-06","1.60e-07","3.05e-06","331490"
331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)","Nitrogen trifluoride","kg/2021 USD, purchaser price","4.67e-09","2.14e-10","4.89e-09","331490"
331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)","HFC-143a","kg/2021 USD, purchaser price","9.71e-08","2.33e-08","1.20e-07","331490"
331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)","Nitrous oxide","kg/2021 USD, purchaser price","3.04e-05","3.18e-06","3.36e-05","331490"
331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)","HFC-23","kg/2021 USD, purchaser price","4.84e-08","1.68e-09","5.01e-08","331490"
331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)","Perfluorocyclobutane","kg/2021 USD, purchaser price","1.30e-09","5.96e-11","1.36e-09","331490"
331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)","HFC-236fa","kg/2021 USD, purchaser price","1.75e-09","4.20e-10","2.17e-09","331490"
331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)","Perfluoropropane","kg/2021 USD, purchaser price","1.52e-09","6.95e-11","1.59e-09","331490"
331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)","HFC-32","kg/2021 USD, purchaser price","1.57e-07","3.77e-08","1.95e-07","331490"
331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)","Sulfur hexafluoride","kg/2021 USD, purchaser price","1.28e-06","1.39e-09","1.28e-06","331490"
331511,"Iron Foundries","Carbon dioxide","kg/2021 USD, purchaser price","3.79e-01","2.54e-02","4.05e-01","331510"
331511,"Iron Foundries","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","2.14e-07","5.61e-08","2.70e-07","331510"
331511,"Iron Foundries","Perfluoropropane","kg/2021 USD, purchaser price","5.42e-10","6.25e-11","6.05e-10","331510"
331511,"Iron Foundries","Carbon tetrafluoride","kg/2021 USD, purchaser price","1.80e-07","2.77e-09","1.83e-07","331510"
331511,"Iron Foundries","Methane","kg/2021 USD, purchaser price","1.03e-03","1.04e-04","1.13e-03","331510"
331511,"Iron Foundries","Sulfur hexafluoride","kg/2021 USD, purchaser price","8.59e-08","1.24e-09","8.71e-08","331510"
331511,"Iron Foundries","Hexafluoroethane","kg/2021 USD, purchaser price","3.04e-08","6.91e-10","3.10e-08","331510"
331511,"Iron Foundries","Nitrogen trifluoride","kg/2021 USD, purchaser price","1.67e-09","1.92e-10","1.86e-09","331510"
331511,"Iron Foundries","HFC-236fa","kg/2021 USD, purchaser price","1.43e-09","3.74e-10","1.80e-09","331510"
331511,"Iron Foundries","HFC-125","kg/2021 USD, purchaser price","2.13e-07","5.57e-08","2.68e-07","331510"
331511,"Iron Foundries","Nitrous oxide","kg/2021 USD, purchaser price","1.91e-05","2.84e-06","2.19e-05","331510"
331511,"Iron Foundries","HFC-32","kg/2021 USD, purchaser price","1.28e-07","3.36e-08","1.62e-07","331510"
331511,"Iron Foundries","HFC-134a","kg/2021 USD, purchaser price","6.67e-07","1.43e-07","8.10e-07","331510"
331511,"Iron Foundries","Perfluorocyclobutane","kg/2021 USD, purchaser price","4.65e-10","5.36e-11","5.18e-10","331510"
331511,"Iron Foundries","HFC-23","kg/2021 USD, purchaser price","2.00e-08","1.51e-09","2.15e-08","331510"
331511,"Iron Foundries","HFC-143a","kg/2021 USD, purchaser price","7.93e-08","2.08e-08","1.00e-07","331510"
331512,"Steel Investment Foundries","HFC-143a","kg/2021 USD, purchaser price","7.93e-08","2.08e-08","1.00e-07","331510"
331512,"Steel Investment Foundries","Carbon tetrafluoride","kg/2021 USD, purchaser price","1.80e-07","2.77e-09","1.83e-07","331510"
331512,"Steel Investment Foundries","Carbon dioxide","kg/2021 USD, purchaser price","3.79e-01","2.54e-02","4.05e-01","331510"
331512,"Steel Investment Foundries","HFC-23","kg/2021 USD, purchaser price","2.00e-08","1.51e-09","2.15e-08","331510"
331512,"Steel Investment Foundries","Hexafluoroethane","kg/2021 USD, purchaser price","3.04e-08","6.91e-10","3.10e-08","331510"
331512,"Steel Investment Foundries","Nitrogen trifluoride","kg/2021 USD, purchaser price","1.67e-09","1.92e-10","1.86e-09","331510"
331512,"Steel Investment Foundries","HFC-236fa","kg/2021 USD, purchaser price","1.43e-09","3.74e-10","1.80e-09","331510"
331512,"Steel Investment Foundries","HFC-125","kg/2021 USD, purchaser price","2.13e-07","5.57e-08","2.68e-07","331510"
331512,"Steel Investment Foundries","Nitrous oxide","kg/2021 USD, purchaser price","1.91e-05","2.84e-06","2.19e-05","331510"
331512,"Steel Investment Foundries","HFC-32","kg/2021 USD, purchaser price","1.28e-07","3.36e-08","1.62e-07","331510"
331512,"Steel Investment Foundries","HFC-134a","kg/2021 USD, purchaser price","6.67e-07","1.43e-07","8.10e-07","331510"
331512,"Steel Investment Foundries","Perfluorocyclobutane","kg/2021 USD, purchaser price","4.65e-10","5.36e-11","5.18e-10","331510"
331512,"Steel Investment Foundries","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","2.14e-07","5.61e-08","2.70e-07","331510"
331512,"Steel Investment Foundries","Sulfur hexafluoride","kg/2021 USD, purchaser price","8.59e-08","1.24e-09","8.71e-08","331510"
331512,"Steel Investment Foundries","Perfluoropropane","kg/2021 USD, purchaser price","5.42e-10","6.25e-11","6.05e-10","331510"
331512,"Steel Investment Foundries","Methane","kg/2021 USD, purchaser price","1.03e-03","1.04e-04","1.13e-03","331510"
331513,"Steel Foundries (except Investment)","Methane","kg/2021 USD, purchaser price","1.03e-03","1.04e-04","1.13e-03","331510"
331513,"Steel Foundries (except Investment)","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","2.14e-07","5.61e-08","2.70e-07","331510"
331513,"Steel Foundries (except Investment)","Hexafluoroethane","kg/2021 USD, purchaser price","3.04e-08","6.91e-10","3.10e-08","331510"
331513,"Steel Foundries (except Investment)","Nitrogen trifluoride","kg/2021 USD, purchaser price","1.67e-09","1.92e-10","1.86e-09","331510"
331513,"Steel Foundries (except Investment)","HFC-236fa","kg/2021 USD, purchaser price","1.43e-09","3.74e-10","1.80e-09","331510"
331513,"Steel Foundries (except Investment)","HFC-125","kg/2021 USD, purchaser price","2.13e-07","5.57e-08","2.68e-07","331510"
331513,"Steel Foundries (except Investment)","Nitrous oxide","kg/2021 USD, purchaser price","1.91e-05","2.84e-06","2.19e-05","331510"
331513,"Steel Foundries (except Investment)","HFC-32","kg/2021 USD, purchaser price","1.28e-07","3.36e-08","1.62e-07","331510"
331513,"Steel Foundries (except Investment)","HFC-134a","kg/2021 USD, purchaser price","6.67e-07","1.43e-07","8.10e-07","331510"
331513,"Steel Foundries (except Investment)","Perfluorocyclobutane","kg/2021 USD, purchaser price","4.65e-10","5.36e-11","5.18e-10","331510"
331513,"Steel Foundries (except Investment)","Carbon dioxide","kg/2021 USD, purchaser price","3.79e-01","2.54e-02","4.05e-01","331510"
331513,"Steel Foundries (except Investment)","HFC-143a","kg/2021 USD, purchaser price","7.93e-08","2.08e-08","1.00e-07","331510"
331513,"Steel Foundries (except Investment)","Perfluoropropane","kg/2021 USD, purchaser price","5.42e-10","6.25e-11","6.05e-10","331510"
331513,"Steel Foundries (except Investment)","Carbon tetrafluoride","kg/2021 USD, purchaser price","1.80e-07","2.77e-09","1.83e-07","331510"
331513,"Steel Foundries (except Investment)","HFC-23","kg/2021 USD, purchaser price","2.00e-08","1.51e-09","2.15e-08","331510"
331513,"Steel Foundries (except Investment)","Sulfur hexafluoride","kg/2021 USD, purchaser price","8.59e-08","1.24e-09","8.71e-08","331510"
331523,"Nonferrous Metal Die-Casting Foundries","Carbon dioxide","kg/2021 USD, purchaser price","4.90e-01","3.00e-02","5.20e-01","331520"
331523,"Nonferrous Metal Die-Casting Foundries","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","2.40e-07","6.65e-08","3.06e-07","331520"
331523,"Nonferrous Metal Die-Casting Foundries","Perfluoropropane","kg/2021 USD, purchaser price","1.00e-09","7.47e-11","1.08e-09","331520"
331523,"Nonferrous Metal Die-Casting Foundries","Carbon tetrafluoride","kg/2021 USD, purchaser price","3.53e-06","3.31e-09","3.53e-06","331520"
331523,"Nonferrous Metal Die-Casting Foundries","Methane","kg/2021 USD, purchaser price","1.21e-03","1.23e-04","1.34e-03","331520"
331523,"Nonferrous Metal Die-Casting Foundries","Sulfur hexafluoride","kg/2021 USD, purchaser price","7.85e-07","1.48e-09","7.87e-07","331520"
331523,"Nonferrous Metal Die-Casting Foundries","Hexafluoroethane","kg/2021 USD, purchaser price","5.54e-07","8.25e-10","5.55e-07","331520"
331523,"Nonferrous Metal Die-Casting Foundries","Nitrogen trifluoride","kg/2021 USD, purchaser price","3.08e-09","2.30e-10","3.31e-09","331520"
331523,"Nonferrous Metal Die-Casting Foundries","HFC-236fa","kg/2021 USD, purchaser price","1.60e-09","4.44e-10","2.04e-09","331520"
331523,"Nonferrous Metal Die-Casting Foundries","HFC-125","kg/2021 USD, purchaser price","2.38e-07","6.61e-08","3.04e-07","331520"
331523,"Nonferrous Metal Die-Casting Foundries","Nitrous oxide","kg/2021 USD, purchaser price","2.40e-05","3.38e-06","2.74e-05","331520"
331523,"Nonferrous Metal Die-Casting Foundries","HFC-32","kg/2021 USD, purchaser price","1.44e-07","3.99e-08","1.84e-07","331520"
331523,"Nonferrous Metal Die-Casting Foundries","HFC-134a","kg/2021 USD, purchaser price","1.96e-06","1.69e-07","2.13e-06","331520"
